Uni_ID	Other_Uni_ID	Name	Topology	TM_domain	Subcellular_location	Subcellular_topology	Tag
P53985	Q49A45;Q5T8R6;Q9NSJ9	MOT1_HUMAN	Cytoplasmic:1-15;Extracellular:37-59;Cytoplasmic:81-86;Extracellular:108-111;Cytoplasmic:133-143;Extracellular:165-166;Cytoplasmic:188-262;Extracellular:284-298;Cytoplasmic:320-328;Extracellular:350-353;Cytoplasmic:375-389;Extracellular:411-422;Cytoplasmic:444-500	16-36;60-80;87-107;112-132;144-164;167-187;263-283;299-319;329-349;354-374;390-410;423-443	Cell membrane	Multi-pass membrane protein	Cell_surface:TM
O15427	B3KXG8;Q2M1P8	MOT4_HUMAN	Cytoplasmic:2-17;Extracellular:39-61;Cytoplasmic:83-84;Extracellular:106-109;Cytoplasmic:131-149;Extracellular:171-179;Cytoplasmic:201-227;Extracellular:249-264;Cytoplasmic:286-294;Extracellular:316-317;Cytoplasmic:339-351;Extracellular:373-384;Cytoplasmic:406-465	18-38;62-82;85-105;110-130;150-170;180-200;228-248;265-285;295-315;318-338;352-372;385-405	Cell membrane	Multi-pass membrane protein	Cell_surface:TM
O15374	A8K3V5;B2R9C9;B4DJ67;B4DPX7;E7EPY8;G3V175;Q5T612;Q8WU09	MOT5_HUMAN	Cytoplasmic:1-16;Extracellular:38-59;Cytoplasmic:81-87;Extracellular:109-109;Cytoplasmic:130-143;Extracellular:165-174;Cytoplasmic:196-299;Extracellular:321-337;Cytoplasmic:359-372;Extracellular:394-394;Cytoplasmic:416-425;Extracellular:447-458;Cytoplasmic:480-487	17-37;60-80;88-108;110-129;144-164;175-195;300-320;338-358;373-393;395-415;426-446;459-479	Cell membrane	Multi-pass membrane protein	Cell_surface:TM
O15375	B4E288	MOT6_HUMAN	Cytoplasmic:1-17;Extracellular:39-53;Cytoplasmic:75-80;Extracellular:102-110;Cytoplasmic:132-137;Extracellular:159-171;Cytoplasmic:193-239;Extracellular:261-274;Cytoplasmic:296-305;Extracellular:327-329;Cytoplasmic:351-367;Extracellular:389-396;Cytoplasmic:418-505	18-38;54-74;81-101;111-131;138-158;172-192;240-260;275-295;306-326;330-350;368-388;397-417	Cell membrane	Multi-pass membrane protein	Cell_surface:TM
Q2QL34	B4DDY1;Q6P7T6;Q8N8E9	MP17L_HUMAN	Cytoplasmic:1-16;Lumenal:35-50;Cytoplasmic:68-90;Lumenal:109-150;Cytoplasmic:168-196	17-34;51-67;91-108;151-167	Peroxisome membrane	Multi-pass membrane protein	Membrane_protein
O15403	Q6P1X3	MOT7_HUMAN	Cytoplasmic:1-21;Extracellular:43-62;Cytoplasmic:84-91;Extracellular:113-118;Cytoplasmic:140-149;Extracellular:171-184;Cytoplasmic:206-299;Extracellular:321-330;Cytoplasmic:352-358;Extracellular:380-381;Cytoplasmic:403-423;Extracellular:445-452;Cytoplasmic:474-523	22-42;63-83;92-112;119-139;150-170;185-205;300-320;331-351;359-379;382-402;424-444;453-473	Cell membrane	Multi-pass membrane protein	Cell_surface:TM
Q6UVY6	Q5THU6;Q8NC97;Q8WV49;Q9H4M6;Q9Y4U3	MOXD1_HUMAN	Lumenal:20-592	593-613	Endoplasmic reticulum membrane	Single-pass type I membrane protein	Membrane_protein
P36507		MP2K2_HUMAN			Cytoplasm;Membrane	Peripheral membrane protein	Membrane_protein
Q02750		MP2K1_HUMAN			Cytoplasm;Cytoskeleton;Microtubule organizing center;Centrosome;Spindle pole body;Nucleus;Membrane	Peripheral membrane protein	Membrane_protein
Q9Y5U8	B2R5I7;Q5TI66;Q9HB67;Q9UQN4	MPC1_HUMAN		21-41;53-71	Mitochondrion inner membrane	Multi-pass membrane protein	Membrane_protein
A6NCE7		MP3B2_HUMAN			Cytoplasmic vesicle;Autophagosome membrane;Endomembrane system;Cytoplasm;Cytoskeleton	Lipid-anchor	Membrane_protein
P0DKB6		MPC1L_HUMAN		20-42;52-74	Membrane	Multi-pass membrane protein	Membrane_protein
O95563	A8K261;Q3SXR6;Q6FIF3	MPC2_HUMAN		41-61;73-90;96-115	Mitochondrion inner membrane	Multi-pass membrane protein	Membrane_protein
O75970	A6NLC2;B2RTS3;B7ZMI4;O43798;Q4LE30;Q5CZ80;Q5JTX3;Q5JTX6;Q5JTX7;Q5JUC3;Q5JUC4;Q5VZ62;Q8N790	MPDZ_HUMAN			Cell membrane;Apical cell membrane;Cell junction;Synapse;Postsynaptic density;Cell projection;Dendrite;Tight junction;Synaptosome	Peripheral membrane protein	Cell_surface:Other
Q00325	B3KS34;Q7Z7N7;Q96A03	MPCP_HUMAN	Mitochondrial intermembrane:50-63;Mitochondrial matrix:87-121;Mitochondrial intermembrane:142-161;Mitochondrial matrix:184-218;Mitochondrial intermembrane:239-261;Mitochondrial matrix:285-314;Mitochondrial intermembrane:334-362	64-86;122-141;162-183;219-238;262-284;315-333	Mitochondrion inner membrane	Multi-pass membrane protein	Membrane_protein
Q2M385	Q2M1T6;Q8TEF8	MPEG1_HUMAN	Lumenal:18-655;Cytoplasmic:677-716	656-676	Cytoplasmic vesicle membrane;Secreted	Single-pass type I membrane protein	Membrane_protein
Q5T2T1	B2RCC9;B4DWL9;B5MDZ3;D3DRW3;Q5T2T0;Q8IY28	MPP7_HUMAN			Membrane;Lateral cell membrane;Cell junction;Tight junction;Adherens junction;Cytoplasm;Cell cortex	Peripheral membrane protein	Cell_surface:Other
Q10713	B4DKL3;E7ET61;Q16639;Q5SXM9;Q8N513	MPPA_HUMAN			Mitochondrion matrix;Mitochondrion inner membrane		Membrane_protein
P20645	A8K528;D3DUV5	MPRD_HUMAN	Lumenal:27-185;Cytoplasmic:211-277	186-210	Lysosome membrane	Single-pass type I membrane protein	Membrane_protein
Q14168	B4DGE9;B4DRJ0;B7Z3G8;E7EV80;E7EV91;E7EX01;Q53ES9;Q5CZB9;Q9BQJ2	MPP2_HUMAN			Cytoplasm;Cytoskeleton;Membrane;Cell projection;Dendrite;Cell junction;Synapse;Postsynaptic density		Membrane_protein
Q99550	A0A0A0MTP3;A1L486;A6NEE2;B3KR87;Q9H976;U3KQ28	MPP9_HUMAN			Cytoplasm;Cytoskeleton;Microtubule organizing center;Centrosome;Centriole;Golgi apparatus membrane	Peripheral membrane protein	Membrane_protein
Q53F39	B0YJ39;B0YJ40;B0YJ41;B5ME53;B7WNJ3;D3DUI5;D3DUI7;Q6GMP1;Q8TAD6;Q8TE26;Q8WZ32;Q9BU58;Q9H958;Q9HAI4	MPPE1_HUMAN		27-47;356-376	Endoplasmic reticulum-Golgi intermediate compartment membrane;Golgi apparatus;Cis-Golgi network membrane	Multi-pass membrane protein	Membrane_protein
P39210	D6W555;Q53SY2;Q96B08	MPV17_HUMAN		18-38;53-73;94-114;131-151	Mitochondrion inner membrane	Multi-pass membrane protein	Membrane_protein
P11717	Q7Z7G9;Q96PT5	MPRI_HUMAN	Lumenal:41-2304;Cytoplasmic:2328-2491	2305-2327	Golgi apparatus membrane;Endosome membrane	Single-pass type I membrane protein	Membrane_protein
O75352	B3KQP1;B4DT74;Q9BUU8	MPU1_HUMAN		37-57;74-94;100-120;128-145;151-171;185-205;213-233	Membrane	Multi-pass membrane protein	Membrane_protein
O95297	B2REB9;B2REC0;Q5R332;Q8IX11;Q9BWZ3;Q9NYK4;Q9UL20	MPZL1_HUMAN	Extracellular:36-162;Cytoplasmic:184-269	163-183	Membrane	Single-pass type I membrane protein	Cell_surface:TM
O60487	A8K2R1	MPZL2_HUMAN	Extracellular:27-154;Cytoplasmic:176-215	155-175	Membrane	Single-pass type I membrane protein	Cell_surface:TM
Q6UWV2	A8K025;B4DLD5;B4E2I8	MPZL3_HUMAN	Extracellular:32-158;Cytoplasmic:180-235	159-179	Membrane	Single-pass type I membrane protein	Cell_surface:TM
Q96G30	A8K9M1;Q8IXM9;Q8N2D1	MRAP2_HUMAN		45-65	Cell membrane;Endoplasmic reticulum membrane	Single-pass membrane protein	Cell_surface:Other
Q8TCY5	Q5EBR3;Q8TDB7;Q8WXC1;Q8WXC2	MRAP_HUMAN		38-58	Cell membrane;Endoplasmic reticulum membrane	Single-pass membrane protein	Cell_surface:Other
P22897	A5PKW3;Q5VSJ2;Q5VSK2	MRC1_HUMAN	Extracellular:19-1389;Cytoplasmic:1411-1456	1390-1410	Endosome membrane;Cell membrane	Single-pass type I membrane protein	Cell_surface:TM
Q9UBG0	A6H8K4;D3DU08;Q7LGE7;Q9Y5P9	MRC2_HUMAN	Extracellular:31-1414;Cytoplasmic:1436-1479	1415-1435	Membrane	Single-pass type I membrane protein	Cell_surface:TM
Q86SM8	Q2M1V7	MRGRE_HUMAN	Extracellular:1-20;Cytoplasmic:42-59;Extracellular:81-106;Cytoplasmic:128-141;Extracellular:163-176;Cytoplasmic:198-217;Extracellular:239-241;Cytoplasmic:263-312	21-41;60-80;107-127;142-162;177-197;218-238;242-262	Cell membrane	Multi-pass membrane protein	Cell_surface:TM
Q96AM1	B3KV43;Q8NBK8	MRGRF_HUMAN	Extracellular:1-44;Cytoplasmic:67-82;Extracellular:105-123;Cytoplasmic:145-160;Extracellular:182-198;Cytoplasmic:221-241;Extracellular:264-273;Cytoplasmic:295-343	45-66;83-104;124-144;161-181;199-220;242-263;274-294	Cell membrane	Multi-pass membrane protein	Cell_surface:TM
Q96LB0	B0M0L1;Q8TDE0;Q8TDE1	MRGX3_HUMAN	Extracellular:1-31;Cytoplasmic:53-60;Extracellular:82-96;Cytoplasmic:118-140;Extracellular:162-177;Cytoplasmic:199-213;Extracellular:235-254;Cytoplasmic:276-322	32-52;61-81;97-117;141-161;178-198;214-234;255-275	Cell membrane	Multi-pass membrane protein	Cell_surface:TM
Q86SM5		MRGRG_HUMAN	Extracellular:1-13;Cytoplasmic:35-42;Extracellular:64-78;Cytoplasmic:100-120;Extracellular:142-163;Cytoplasmic:185-195;Extracellular:217-221;Cytoplasmic:243-289	14-34;43-63;79-99;121-141;164-184;196-216;222-242	Cell membrane	Multi-pass membrane protein	Cell_surface:TM
Q96LA9	Q3KNU3;Q3KNU4;Q502W0;Q8TDD6;Q8TDD7	MRGX4_HUMAN	Extracellular:1-31;Cytoplasmic:53-60;Extracellular:82-96;Cytoplasmic:118-137;Extracellular:159-177;Cytoplasmic:199-218;Extracellular:240-254;Cytoplasmic:276-322	32-52;61-81;97-117;138-158;178-198;219-239;255-275	Cell membrane	Multi-pass membrane protein	Cell_surface:TM
Q8N565	Q53R89;Q53TC1;Q5XKB6;Q9NWC9;Q9P1S1	MREG_HUMAN			Apical cell membrane;Melanosome membrane;Lysosome membrane;Cytoplasmic vesicle membrane	Peripheral membrane protein;Lipid-anchor	Cell_surface:Other
Q96LB2	Q4V9L2;Q8TDD8;Q8TDD9	MRGX1_HUMAN	Extracellular:1-31;Cytoplasmic:53-67;Extracellular:89-96;Cytoplasmic:118-144;Extracellular:166-177;Cytoplasmic:199-221;Extracellular:243-254;Cytoplasmic:276-322	32-52;68-88;97-117;145-165;178-198;222-242;255-275	Cell membrane	Multi-pass membrane protein	Cell_surface:TM
Q96LU7		MRFL_HUMAN		628-648	Membrane	Single-pass membrane protein	Membrane_protein
Q96LB1	B5B0C7;Q4QXW4;Q4QXW7;Q4QXX0;Q4QXX2;Q4QXX3;Q4QXX4;Q4QXX6;Q4QXX7;W8W3L5	MRGX2_HUMAN	Extracellular:1-33;Cytoplasmic:55-63;Extracellular:85-96;Cytoplasmic:118-144;Extracellular:166-184;Cytoplasmic:206-228;Extracellular:250-264;Cytoplasmic:286-330	34-54;64-84;97-117;145-165;185-205;229-249;265-285	Cell membrane	Multi-pass membrane protein	Cell_surface:TM
Q8TDS7	Q8NGK7	MRGRD_HUMAN	Extracellular:1-33;Cytoplasmic:55-59;Extracellular:81-112;Cytoplasmic:134-142;Extracellular:164-184;Cytoplasmic:206-218;Extracellular:240-257;Cytoplasmic:281-321	34-54;60-80;113-133;143-163;185-205;219-239;258-280	Cell membrane	Multi-pass membrane protein	Cell_surface:TM
Q9Y5S2	A9JR72;Q2L7A5;Q86TJ1;Q9ULU5	MRCKB_HUMAN			Cytoplasm;Cell membrane;Cell junction;Cell projection;Lamellipodium	Peripheral membrane protein	Cell_surface:Other
Q68CQ1	A0AUX8;Q5TA99;Q6ZP40;Q6ZRH6;Q8N311;Q8NA14	MROH7_HUMAN		593-613;767-787	Membrane	Multi-pass membrane protein	Membrane_protein
Q5T3U5	Q8NHX7;Q9H7N2;Q9NXY3;Q9UF48	MRP7_HUMAN		32-52;70-90;102-122;133-153;172-192;293-313;320-340;391-411;414-434;507-527;538-558;875-895;933-953;974-994;1051-1071;1153-1173;1182-1202	Cell membrane;Basolateral cell membrane	Multi-pass membrane protein	Cell_surface:Other
Q92887	B2RMT8;Q14022;Q5T2B1;Q92500;Q92798;Q99663;Q9UMS2	MRP2_HUMAN	Extracellular:1-27;Cytoplasmic:49-68;Extracellular:90-93;Cytoplasmic:115-126;Extracellular:148-165;Cytoplasmic:187-313;Extracellular:335-360;Cytoplasmic:382-437;Extracellular:459-461;Cytoplasmic:483-544;Extracellular:566-587;Cytoplasmic:609-971;Extracellular:993-1033;Cytoplasmic:1055-1097;Extracellular:1119-1119;Cytoplasmic:1141-1211;Extracellular:1233-1234;Cytoplasmic:1256-1545	28-48;69-89;94-114;127-147;166-186;314-334;361-381;438-458;462-482;545-565;588-608;972-992;1034-1054;1098-1118;1120-1140;1212-1232;1235-1255	Apical cell membrane	Multi-pass membrane protein	Cell_surface:TM
Q96J66	Q8TDJ0;Q96JA6;Q9BX80	MRP8_HUMAN	Cytoplasmic:1-163;Cytoplasmic:439-806;Cytoplasmic:1071-1382	164-184;195-215;271-291;297-317;384-404;418-438;807-827;864-884;931-951;1050-1070	Cell membrane;Vacuole membrane;Cytoplasmic vesicle membrane;Apical cell membrane	Multi-pass membrane protein	Cell_surface:Other
Q9HD23	A8K4U3;B3KNN2;B4DQL2;Q5T3Y1;Q6NTG4;Q96KF8;Q9BVP1	MRS2_HUMAN	Mitochondrial matrix:50-339;Mitochondrial intermembrane:361-372;Mitochondrial matrix:394-443	340-360;373-393	Mitochondrion inner membrane	Multi-pass membrane protein	Membrane_protein
Q96J65	Q49AL2;Q8TAF0;Q8TEY2	MRP9_HUMAN		125-145;159-179;231-251;256-276;348-368;376-396;791-811;853-873;934-954;1031-1051	Endoplasmic reticulum membrane	Multi-pass membrane protein	Membrane_protein
P49006	D3DPQ0;Q5TEE6;Q6NXS5	MRP_HUMAN			Cytoplasm;Cytoskeleton;Cell membrane	Lipid-anchor	Cell_surface:Other
O15438	B2RPA9;D3DTX9;O60265;O60922;O75621;O95078;O95289;O95290;Q86X85;Q9UN52	MRP3_HUMAN	Extracellular:1-32;Cytoplasmic:54-73;Extracellular:95-99;Cytoplasmic:121-132;Extracellular:154-171;Cytoplasmic:193-302;Extracellular:324-349;Cytoplasmic:371-426;Extracellular:448-450;Cytoplasmic:472-533;Extracellular:555-576;Cytoplasmic:598-963;Extracellular:985-1021;Cytoplasmic:1043-1085;Extracellular:1107-1107;Cytoplasmic:1129-1199;Extracellular:1221-1222;Cytoplasmic:1244-1527	33-53;74-94;100-120;133-153;172-192;303-323;350-370;427-447;451-471;534-554;577-597;964-984;1022-1042;1086-1106;1108-1128;1200-1220;1223-1243	Basolateral cell membrane	Multi-pass membrane protein	Cell_surface:TM
P33527	A3RJX2;C9JPJ4;O14819;O43333;P78419;Q59GI9;Q9UQ97;Q9UQ99;Q9UQA0	MRP1_HUMAN	Extracellular:1-33;Cytoplasmic:55-74;Extracellular:96-100;Cytoplasmic:122-133;Extracellular:155-172;Cytoplasmic:194-316;Extracellular:338-363;Cytoplasmic:385-440;Extracellular:462-464;Cytoplasmic:486-547;Extracellular:569-590;Cytoplasmic:612-967;Extracellular:989-1025;Cytoplasmic:1047-1089;Extracellular:1111-1111;Cytoplasmic:1133-1203;Extracellular:1225-1226;Cytoplasmic:1248-1531	34-54;75-95;101-121;134-154;173-193;317-337;364-384;441-461;465-485;548-568;591-611;968-988;1026-1046;1090-1110;1112-1132;1204-1224;1227-1247	Cell membrane	Multi-pass membrane protein	Cell_surface:TM
O15439	A9Z1Z7;B7Z3Q7;Q8IVZ4;Q8IZN6;Q8NEW8;Q9Y6J2	MRP4_HUMAN		93-113;136-156;207-227;228-248;328-348;351-371;440-460;710-730;771-791;836-856;858-878;954-974;977-997;1038-1058	Basolateral cell membrane;Apical cell membrane	Multi-pass membrane protein	Cell_surface:Other
Q96HJ5	A8MTP8;Q8NHW2	MS4A3_HUMAN	Cytoplasmic:1-49;Extracellular:71-81;Cytoplasmic:103-124;Extracellular:146-175;Cytoplasmic:197-214	50-70;82-102;125-145;176-196	Endomembrane system;Cytoplasm;Perinuclear region	Multi-pass membrane protein	Cell_surface:TM
Q9H3V2	Q9BZH1	MS4A5_HUMAN	Cytoplasmic:1-52;Extracellular:74-80;Cytoplasmic:102-120;Extracellular:142-159;Cytoplasmic:181-200	53-73;81-101;121-141;160-180	Membrane	Multi-pass membrane protein	Cell_surface:TM
Q9GZW8	A6NP53;Q6IAG8	MS4A7_HUMAN	Cytoplasmic:1-47;Extracellular:69-83;Cytoplasmic:105-121;Extracellular:143-178;Cytoplasmic:200-240	48-68;84-104;122-142;179-199	Membrane	Multi-pass membrane protein	Cell_surface:TM
O15440	B9EIQ2;O14517;Q29ZA9;Q29ZB1;Q86UX3;Q86W30;Q9UN85;Q9UNP5;Q9UQC3	MRP5_HUMAN		179-199;219-239;296-316;317-337;400-420;434-454;608-628;848-868;917-937;997-1017;1018-1038;1104-1124;1127-1147	Basolateral cell membrane;Golgi apparatus lumen;Endosome membrane;Cytoplasmic granule;Apical cell membrane	Multi-pass membrane protein	Cell_surface:Other
O95255	A2RRN8;A8KIG6;A8Y988;E7ESW8;P78420;Q8TCY8;Q9UMZ7	MRP6_HUMAN	Extracellular:1-31;Cytoplasmic:53-72;Extracellular:94-98;Cytoplasmic:120-131;Extracellular:150-167;Cytoplasmic:189-302;Extracellular:324-349;Cytoplasmic:371-426;Extracellular:448-450;Cytoplasmic:472-533;Extracellular:555-575;Cytoplasmic:597-939;Extracellular:961-997;Cytoplasmic:1019-1061;Extracellular:1083-1083;Cytoplasmic:1105-1175;Extracellular:1197-1198;Cytoplasmic:1220-1503	32-52;73-93;99-119;132-149;168-188;303-323;350-370;427-447;451-471;534-554;576-596;940-960;998-1018;1062-1082;1084-1104;1176-1196;1199-1219	Basolateral cell membrane;Endoplasmic reticulum membrane	Multi-pass membrane protein;Single-pass membrane protein	Cell_surface:TM
Q01726	Q66K38;Q6UR93;Q8WWX6;Q8WWX7;Q96I33;Q96RU4;Q9UBF7;Q9UN58;Q9UN59;Q9UN60;Q9UN61;Q9UN62	MSHR_HUMAN	Extracellular:1-37;Cytoplasmic:64-72;Extracellular:94-118;Cytoplasmic:141-163;Extracellular:184-191;Cytoplasmic:212-240;Extracellular:267-279;Cytoplasmic:301-317	38-63;73-93;119-140;164-183;192-211;241-266;280-300	Cell membrane	Multi-pass membrane protein	Cell_surface:TM
Q96KJ4		MSLNL_HUMAN	Extracellular:36-638;Cytoplasmic:669-702	639-668	Membrane	Single-pass type I membrane protein	Cell_surface:TM
Q9UJG1	B2RE62;D3DTG5;Q5H9C5;Q5H9C7	MSPD1_HUMAN		159-179;191-211	Endoplasmic reticulum membrane;Golgi apparatus membrane	Multi-pass membrane protein	Membrane_protein
Q13421	D3DU65;Q14859;Q4VQD5;Q96GR6;Q96KJ5;Q9BR17;Q9BTR2;Q9UCB2;Q9UK57	MSLN_HUMAN			Cell membrane;Golgi apparatus;Secreted	Lipid-anchor;GPI-anchor	Cell_surface:Other
Q8NHP6	Q8N3H2;Q8NA83	MSPD2_HUMAN	Cytoplasmic:1-496	497-518	Endoplasmic reticulum membrane	Single-pass type IV membrane protein	Membrane_protein
Q15800	A8K8Q3;A8MYF6;D3DP32;Q32Q24	MSMO1_HUMAN		55-75;100-120;199-219	Endoplasmic reticulum membrane	Multi-pass membrane protein	Membrane_protein
O75425	A4D2D1;A6NG17;C9JE89;D6W5W1;O75423;O75424	MSPD3_HUMAN		180-200;213-233	Membrane	Multi-pass membrane protein	Membrane_protein
Q9UJ68	E9PAS8;Q52TC4;Q549N4;Q66MI7	MSRA_HUMAN			Mitochondrion;Cytoplasm;Nucleus;Membrane	Lipid-anchor	Membrane_protein
P21757	D3DSP3;O60505;P21759;Q45F10	MSRE_HUMAN	Cytoplasmic:1-50;Extracellular:77-451	51-76	Membrane	Single-pass type II membrane protein	Cell_surface:TM
Q96FB5	D3DVC7;Q4VX71;Q5SZ03;Q9Y358	MT25B_HUMAN		406-426	Membrane	Single-pass membrane protein	Membrane_protein
Q9BUK6	Q53GR8;Q5CZ69;Q5T717;Q68CT6;Q7LBZ8;Q7Z3M7;Q7Z558;Q8TE05;Q9NQX2;Q9NVU4	MSTO1_HUMAN			Mitochondrion outer membrane;Cytoplasm		Membrane_protein
Q9Y6C9	B2R7L8	MTCH2_HUMAN		8-28;175-195;224-244	Mitochondrion outer membrane	Multi-pass membrane protein	Membrane_protein
Q9H903	Q6P079;Q8N560	MTD2L_HUMAN			Mitochondrion inner membrane	Peripheral membrane protein	Membrane_protein
Q9Y4B5	E9PAY7;Q6ZMQ9;Q8IWA9	MTCL1_HUMAN			Lateral cell membrane;Apical cell membrane;Cytoplasm;Cytoskeleton;Spindle pole;Midbody		Cell_surface:Other
Q9NZJ7	A8KAX5;B2RCE3;Q6PK60;Q6UX45;Q7L465;Q9BW23;Q9NZR6;Q9UJZ5	MTCH1_HUMAN		248-268;315-335	Mitochondrion outer membrane	Multi-pass membrane protein	Membrane_protein
O75081	D3DX78;O60615;O60616;O60617;O75082;O75107;O75108;Q0P5Z6;Q6P5W6	MTG16_HUMAN			Nucleus;Nucleolus;Nucleoplasm;Golgi apparatus membrane		Membrane_protein
Q9UDX5	A6NFQ5;Q9H3K1;Q9P0N6	MTFP1_HUMAN		34-54;80-100;129-149	Mitochondrion inner membrane	Multi-pass membrane protein	Membrane_protein
Q9BT17	Q5VWX8;Q6PIY9;Q8IYJ4;Q8NC48;Q9BVU8	MTG1_HUMAN			Mitochondrion inner membrane	Peripheral membrane protein	Membrane_protein
Q9H4K7	A6NDR3;B4DR85;Q96I17;Q9NVG9;Q9UFR4	MTG2_HUMAN			Mitochondrion;Mitochondrion inner membrane	Peripheral membrane protein	Membrane_protein
Q8NCU8		MTLN_HUMAN	Mitochondrial matrix:2-9;Mitochondrial intermembrane:28-56	10-27	Mitochondrion inner membrane	Single-pass membrane protein	Membrane_protein
Q13614	A6NN98;Q9UPS9	MTMR2_HUMAN			Cytoplasm;Early endosome membrane;Perinuclear region;Cell projection;Axon;Endosome membrane	Peripheral membrane protein	Membrane_protein
O43193		MTLR_HUMAN	Extracellular:1-35;Cytoplasmic:57-74;Extracellular:95-112;Cytoplasmic:135-157;Extracellular:179-246;Cytoplasmic:271-298;Extracellular:321-334;Cytoplasmic:359-412	36-56;75-94;113-134;158-178;247-270;299-320;335-358	Cell membrane	Multi-pass membrane protein	Cell_surface:TM
Q13613	A0A024RC07;Q9UBX6;Q9UEM0;Q9UQD5	MTMR1_HUMAN			Cell membrane;Cytoplasm	Peripheral membrane protein	Cell_surface:Other
Q96QG7	B7Z291;Q52LU3;Q8WW11;Q96QG6;Q9NX50	MTMR9_HUMAN			Cytoplasm;Cell projection;Ruffle membrane;Perinuclear region;Endoplasmic reticulum	Peripheral membrane protein	Membrane_protein
Q13615	A5PL26;A7MD32;Q9NYN5;Q9NYN6;Q9UDX6;Q9UEG3	MTMR3_HUMAN			Cytoplasm;Membrane	Peripheral membrane protein	Membrane_protein
Q13496	A6NDB1;B7Z491;F2Z330;Q8NEL1	MTM1_HUMAN			Cytoplasm;Cell membrane;Cell projection;Filopodium;Ruffle;Late endosome;Myofibril;Sarcomere	Peripheral membrane protein	Cell_surface:Other
Q9NYA4	D3DTZ6;Q8IV27;Q9Y4D5	MTMR4_HUMAN			Cytoplasm;Membrane	Peripheral membrane protein	Membrane_protein
Q86WG5	Q3MJF0;Q68DQ3;Q6P459;Q6PJD1;Q7Z325;Q7Z621;Q86VE2;Q96FE2;Q9C097	MTMRD_HUMAN			Cytoplasm;Perinuclear region;Membrane;Endosome membrane;Cell projection;Axon	Peripheral membrane protein	Membrane_protein
Q9Y217	B2RBB5;B3KSB4;Q5JRG6;Q86TB7;Q86YH4;Q96P80	MTMR6_HUMAN			Cytoplasm;Endoplasmic reticulum-Golgi intermediate compartment;Endoplasmic reticulum;Cell projection;Ruffle membrane;Perinuclear region	Peripheral membrane protein	Membrane_protein
Q9Y216	A1L4K9;B4DG87;Q68DX4	MTMR7_HUMAN			Cytoplasm;Endomembrane system	Peripheral membrane protein	Membrane_protein
Q9BV57	D6W4Y3;Q53HW3;Q53QD3;Q57YV7;Q68CK2;Q6ZSF7;Q7Z512;Q96P85;Q9NV57	MTND_HUMAN			Cytoplasm;Nucleus;Cell membrane	Peripheral membrane protein	Cell_surface:Other
P48039	A0AVC5;B0M0L2	MTR1A_HUMAN	Extracellular:1-29;Cytoplasmic:51-63;Extracellular:85-102;Cytoplasmic:124-142;Extracellular:164-187;Cytoplasmic:209-240;Extracellular:262-274;Cytoplasmic:296-350	30-50;64-84;103-123;143-163;188-208;241-261;275-295	Cell membrane	Multi-pass membrane protein	Cell_surface:TM
P42345	Q4LE76;Q5TER1;Q6LE87;Q96QG3;Q9Y4I3	MTOR_HUMAN			Endoplasmic reticulum membrane;Golgi apparatus membrane;Mitochondrion outer membrane;Lysosome;Cytoplasm;Nucleus;PML body;Microsome membrane;Lysosome membrane;Cytoplasmic vesicle;Phagosome	Peripheral membrane protein	Membrane_protein
P49286		MTR1B_HUMAN	Extracellular:1-42;Cytoplasmic:64-76;Extracellular:98-115;Cytoplasmic:137-155;Extracellular:177-200;Cytoplasmic:222-253;Extracellular:275-287;Cytoplasmic:309-362	43-63;77-97;116-136;156-176;201-221;254-274;288-308	Cell membrane	Multi-pass membrane protein	Cell_surface:TM
Q13585	Q0VGG3;Q3ZAR0	MTR1L_HUMAN	Extracellular:1-30;Cytoplasmic:52-64;Extracellular:86-103;Cytoplasmic:125-143;Extracellular:165-188;Cytoplasmic:210-239;Extracellular:261-273;Cytoplasmic:295-617	31-51;65-85;104-124;144-164;189-209;240-260;274-294	Cell membrane	Multi-pass membrane protein	Cell_surface:TM
Q9ULD2	A8K135;B2RBJ6;B3KWJ9;B4DH03;B9EGA1;D3DSP8;Q63HJ6;Q659F4;Q6PK49;Q6URW7;Q8N4M6;Q8WTT9;Q9H7T2	MTUS1_HUMAN			Mitochondrion;Golgi apparatus;Cell membrane;Nucleus;Cytoplasm;Cytoskeleton;Microtubule organizing center;Centrosome;Spindle		Cell_surface:Other
O75431	A8JZZ4;Q53S50;Q53SQ2;Q5M7Z6;Q8IZ68	MTX2_HUMAN			Mitochondrion outer membrane;Mitochondrion		Membrane_protein
Q5HYI7	B4DL65;E9PB57;Q7Z380;Q8NB92	MTX3_HUMAN			Mitochondrion;Mitochondrion outer membrane		Membrane_protein
Q9ULC0	A8K716;B4E347;Q8NEY5;Q8WWE7;Q9NRM8	MUCEN_HUMAN	Extracellular:19-190;Cytoplasmic:212-261	191-211	Cell membrane;Membrane;Secreted	Single-pass type I membrane protein	Cell_surface:TM
Q02505	A6NP22;O14650;O14651;O43418;O43421;Q02506;Q6W763;Q9H3Q7;Q9UKW9;Q9UN93;Q9UN94;Q9UN95	MUC3A_HUMAN		3227-3247	Membrane;Secreted	Single-pass membrane protein	Membrane_protein
Q13505	A0A0A0MRK6;B1AVR9;B1AVS0;B2R9P4;Q9BUU3	MTX1_HUMAN		421-441	Membrane;Mitochondrion outer membrane	Single-pass type I membrane protein	Membrane_protein
